date,amount,currency,hash,address
Thu Feb 08 2024 07:28:18 GMT+0000 (Coordinated Universal Time),0.01000000000000001,eth,0x19b7a39ae3be9d171db94c3c2022900df0952e3bddc8f3da3243c53eef9d4980,0x3943760fa76e8a3d0c685f6f59be84be8e36163b
Fri Feb 02 2024 13:17:43 GMT+0000 (Coordinated Universal Time),0.006400000000000006,eth,0xbe319fd737291f1af81656aa2355a32194c968b61225e2bb08d10fdfa24039bf,0x3943760fa76e8a3d0c685f6f59be84be8e36163b
Sat Jan 20 2024 22:59:07 GMT+0000 (Coordinated Universal Time),0.008000000000000009,eth,0x9ec4e8a0b6bc37f506ab61f97930a5b75dc37d9a6c246504f8a3417eb23a4f09,0x3943760fa76e8a3d0c685f6f59be84be8e36163b
Fri Jan 19 2024 12:15:27 GMT+0000 (Coordinated Universal Time),0.006500000000000007,eth,0xbc5aaeb3b3cd95a26aac7c73bd2b590df81f354a2f227374d9514ec7467f9e0d,0x3943760fa76e8a3d0c685f6f59be84be8e36163b
Sat Jan 13 2024 20:14:14 GMT+0000 (Coordinated Universal Time),0.004500000000000005,eth,0xfdd0214c92f898549440796960c196c1b299733523361ce3b46adb69dfd01a93,0x3943760fa76e8a3d0c685f6f59be84be8e36163b
